6;40 15 5 3 2 1 1 1 1 0 0 0 0 0 0 0 8 12 15 25 29 29 29 30 30 29 30 29 29 29 29 30 29 28 29 29 29 28 29 28 27 28 27 27 28 28 29 29 41 35 31 28 26 23 21 20 16 13 10 8 7 5 4 2 0 1 2 3 4 6 9 10 12 13 16 17 19 22 23 23 23 24 25 30 30 30 30 30 30 30 30 31 30 30 30 30
6;48 46 43 38 33 28 24 16 14 11 10 12 13 13 13 10 9 9 9 13 26 22 21 24 28 29 30 30 31 31 32 33 33 33 34 34 34 34 35 35 35 35 34 35 35 35 34 34 48 48 48 48 45 44 42 40 36 32 25 22 18 13 9 6 1 1 2 2 4 6 7 8 15 19 24 26 29 31 33 33 34 36 35 34 34 33 34 33 31 31 32 33 34 34 33 32
6;45 45 45 44 42 38 37 18 13 11 9 1 1 1 2 2 2 2 2 2 2 2 2 3 4 5 5 5 6 7 7 8 8 9 10 10 10 30 34 34 34 35 34 34 34 34 35 36 48 40 30 29 27 20 19 17 18 18 15 12 13 14 10 8 7 7 7 7 7 7 7 7 7 11 13 14 18 18 17 18 18 18 18 19 19 20 20 21 22 22 22 22 22 22 22 22
6;47 47 46 40 32 26 25 24 22 21 16 12 11 11 11 12 20 30 31 30 30 30 29 29 29 29 30 30 29 30 30 31 30 30 31 30 31 31 31 31 31 32 31 31 30 30 31 31 44 32 30 30 28 28 27 24 23 21 18 12 11 11 12 16 17 19 21 22 24 26 28 30 31 25 27 28 32 34 35 34 34 35 34 34 34 35 35 36 35 35 35 36 36 36 36 36
6;41 25 18 14 10 6 5 4 2 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 3 4 5 6 7 8 8 9 9 9 10 11 13 33 35 35 36 36 36 35 35 36 23 22 21 20 22 20 18 16 13 12 10 10 7 4 4 5 5 5 5 3 2 1 1 1 3 5 8 8 8 8 8 8 9 9 9 9 9 9 9 9 11 13 14 15 16 17 18
6;45 38 37 37 31 31 15 0 0 0 0 0 0 1 1 2 2 2 23 26 29 30 30 30 31 30 31 31 31 31 30 30 31 31 31 31 32 32 31 32 31 31 31 32 33 32 32 32 36 34 31 31 29 24 22 20 17 15 14 12 9 8 4 4 4 6 6 6 6 6 6 11 14 16 21 26 28 33 36 36 36 37 37 37 37 37 37 37 37 37 37 37 37 37 36 36
6;48 48 45 42 41 40 39 41 43 44 46 44 43 41 37 37 33 20 15 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 3 3 3 4 4 21 27 29 29 48 33 29 23 14 11 11 11 12 13 13 14 14 14 10 10 9 9 11 13 16 16 16 11 15 18 21 21 22 22 22 21 20 21 21 21 22 22 23 23 24 24 23 23 23 23 23 22
6;48 44 41 38 34 29 28 27 25 17 13 8 4 1 1 1 1 1 1 2 2 3 3 4 4 5 6 7 8 8 8 9 9 19 22 29 31 32 32 32 32 33 32 33 33 33 34 34 48 40 37 31 28 27 24 23 21 20 18 17 14 10 8 7 6 5 2 1 1 2 4 7 8 8 9 9 10 13 16 19 21 21 23 23 24 26 25 25 26 29 27 27 28 27 28 28
6;46 41 38 38 36 34 33 33 32 32 33 34 31 26 24 20 17 12 6 3 3 2 2 3 5 5 5 6 6 7 11 14 17 28 32 32 32 32 32 33 32 33 33 32 32 32 32 32 48 43 31 29 28 22 20 18 17 14 10 7 3 1 2 6 9 13 13 12 12 13 13 13 15 20 25 28 29 32 33 32 31 33 32 32 32 32 33 33 33 33 33 33 34 33 33 33
6;48 35 26 17 15 13 11 10 10 9 9 8 8 7 7 7 6 6 6 6 12 14 21 24 25 25 24 24 25 24 24 24 24 23 23 24 24 23 24 23 23 24 23 23 23 23 23 23 48 48 48 48 48 48 41 33 28 22 17 13 10 7 5 4 4 3 2 1 2 2 2 2 2 3 3 3 3 3 5 9 11 13 17 19 21 23 25 27 28 28 29 29 29 29 29 29
